location_id,location_number,location_name,location_address,governorate,district,main_committee_id,police_department,total_voters
44,44,,,كفر الشيخ,مطوبس,,,197
45,45,,,كفر الشيخ,مطوبس,,,198
46,46,,,كفر الشيخ,مطوبس,,,197
47,47,,,كفر الشيخ,مطوبس,,,197
48,48,,,كفر الشيخ,مطوبس,,,197
49,49,,,كفر الشيخ,مطوبس,,,197
50,50,,,كفر الشيخ,مطوبس,,,197
51,51,,,كفر الشيخ,مطوبس,,,197
52,52,,,كفر الشيخ,مطوبس,,,197
53,53,,,كفر الشيخ,مطوبس,,,197
54,54,,,كفر الشيخ,مطوبس,,,197
55,55,,,كفر الشيخ,مطوبس,,,197
56,56,,,كفر الشيخ,مطوبس,,,198
57,57,,,كفر الشيخ,مطوبس,,,197
58,58,,,كفر الشيخ,مطوبس,,,197
59,59,,,كفر الشيخ,مطوبس,,,197
60,60,,,كفر الشيخ,مطوبس,,,198
61,61,,,كفر الشيخ,مطوبس,,,197
62,62,,,كفر الشيخ,مطوبس,,,197
63,63,,,كفر الشيخ,مطوبس,,,196
64,64,,,كفر الشيخ,مطوبس,,,198
65,65,,,كفر الشيخ,مطوبس,,,19
66,66,نجيه سلم الرسمية للغات,الدارة الزراعية بندر مطوبس٨٧,كفر الشيخ,مطوبس,,,151
67,67,,,كفر الشيخ,مطوبس,,,197
68,68,,,كفر الشيخ,مطوبس,,,197
69,69,,,كفر الشيخ,مطوبس,,,197
70,70,,,كفر الشيخ,مطوبس,,,197
71,71,,,كفر الشيخ,مطوبس,,,197
72,72,,,كفر الشيخ,مطوبس,,,197
73,73,,,كفر الشيخ,مطوبس,,,197
74,74,,,كفر الشيخ,مطوبس,,,197
75,75,,,كفر الشيخ,مطوبس,,,197
76,76,,,كفر الشيخ,مطوبس,,,198
77,77,,,كفر الشيخ,مطوبس,,,197
78,78,,,كفر الشيخ,مطوبس,,,197
79,79,,,كفر الشيخ,مطوبس,,,197
80,80,,,كفر الشيخ,مطوبس,,,197
81,81,,,كفر الشيخ,مطوبس,,,196
82,82,,,كفر الشيخ,مطوبس,,,197
83,83,,,كفر الشيخ,مطوبس,,,69
84,84,عمرو البتدائية القديمة,,كفر الشيخ,مطوبس,,,151
85,85,,,كفر الشيخ,مطوبس,,,197
86,86,,,كفر الشيخ,مطوبس,,,197
87,87,,,كفر الشيخ,مطوبس,,,197
88,88,,,كفر الشيخ,مطوبس,,,197
89,89,,,كفر الشيخ,مطوبس,,,197
90,90,,,كفر الشيخ,مطوبس,,,197
91,91,,,كفر الشيخ,مطوبس,,,197
92,92,,,كفر الشيخ,مطوبس,,,197
93,93,,,كفر الشيخ,مطوبس,,,197
94,94,,,كفر الشيخ,مطوبس,,,196
95,95,,,كفر الشيخ,مطوبس,,,197
96,96,,,كفر الشيخ,مطوبس,,,197
97,97,,,كفر الشيخ,مطوبس,,,197
98,98,,,كفر الشيخ,مطوبس,,,198
99,99,,,كفر الشيخ,مطوبس,,,197
100,100,,,كفر الشيخ,مطوبس,,,197
101,101,,,كفر الشيخ,مطوبس,,,197
102,102,,,كفر الشيخ,مطوبس,,,197
103,103,,,كفر الشيخ,مطوبس,,,197
104,104,,,كفر الشيخ,مطوبس,,,197
105,105,,,كفر الشيخ,مطوبس,,,114
106,106,السعاده للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
107,107,,,كفر الشيخ,مطوبس,,,197
108,108,,,كفر الشيخ,مطوبس,,,197
109,109,,,كفر الشيخ,مطوبس,,,197
110,110,,,كفر الشيخ,مطوبس,,,197
111,111,,,كفر الشيخ,مطوبس,,,197
112,112,,,كفر الشيخ,مطوبس,,,197
113,113,,,كفر الشيخ,مطوبس,,,197
114,114,,,كفر الشيخ,مطوبس,,,197
115,115,,,كفر الشيخ,مطوبس,,,198
116,116,,,كفر الشيخ,مطوبس,,,196
117,117,,,كفر الشيخ,مطوبس,,,196
118,118,,,كفر الشيخ,مطوبس,,,197
119,119,,,كفر الشيخ,مطوبس,,,197
120,120,,,كفر الشيخ,مطوبس,,,101
121,121,القنى البتدائية المشتركة,,كفر الشيخ,مطوبس,,,151
122,122,,,كفر الشيخ,مطوبس,,,197
123,123,,,كفر الشيخ,مطوبس,,,197
124,124,,,كفر الشيخ,مطوبس,,,197
125,125,,,كفر الشيخ,مطوبس,,,197
126,126,,,كفر الشيخ,مطوبس,,,197
127,127,,,كفر الشيخ,مطوبس,,,197
128,128,,,كفر الشيخ,مطوبس,,,197
129,129,,,كفر الشيخ,مطوبس,,,197
130,130,,,كفر الشيخ,مطوبس,,,196
131,131,,,كفر الشيخ,مطوبس,,,197
132,132,,,كفر الشيخ,مطوبس,,,197
133,133,,,كفر الشيخ,مطوبس,,,197
134,134,,,كفر الشيخ,مطوبس,,,197
135,135,,,كفر الشيخ,مطوبس,,,197
136,136,,,كفر الشيخ,مطوبس,,,197
137,137,,,كفر الشيخ,مطوبس,,,197
138,138,,,كفر الشيخ,مطوبس,,,198
139,139,,,كفر الشيخ,مطوبس,,,197
140,140,,,كفر الشيخ,مطوبس,,,197
141,141,,,كفر الشيخ,مطوبس,,,197
142,142,,,كفر الشيخ,مطوبس,,,197
143,143,,,كفر الشيخ,مطوبس,,,197
144,144,,,كفر الشيخ,مطوبس,,,197
145,145,,,كفر الشيخ,مطوبس,,,197
146,146,,,كفر الشيخ,مطوبس,,,197
147,147,,,كفر الشيخ,مطوبس,,,197
148,148,,,كفر الشيخ,مطوبس,,,197
149,149,,,كفر الشيخ,مطوبس,,,26
150,150,المنار البتدائية,,كفر الشيخ,مطوبس,,,152
151,151,,,كفر الشيخ,مطوبس,,,197
152,152,,,كفر الشيخ,مطوبس,,,197
153,153,,,كفر الشيخ,مطوبس,,,197
154,154,,,كفر الشيخ,مطوبس,,,197
155,155,,,كفر الشيخ,مطوبس,,,197
156,156,,,كفر الشيخ,مطوبس,,,197
157,157,,,كفر الشيخ,مطوبس,,,197
158,158,,,كفر الشيخ,مطوبس,,,197
159,159,,,كفر الشيخ,مطوبس,,,197
160,160,,,كفر الشيخ,مطوبس,,,197
161,161,,,كفر الشيخ,مطوبس,,,197
162,162,,,كفر الشيخ,مطوبس,,,196
163,163,,,كفر الشيخ,مطوبس,,,197
164,164,,,كفر الشيخ,مطوبس,,,197
165,165,,,كفر الشيخ,مطوبس,,,197
166,166,,,كفر الشيخ,مطوبس,,,197
167,167,,,كفر الشيخ,مطوبس,,,197
168,168,,,كفر الشيخ,مطوبس,,,197
169,169,,,كفر الشيخ,مطوبس,,,197
170,170,,,كفر الشيخ,مطوبس,,,197
171,171,,,كفر الشيخ,مطوبس,,,197
172,172,,,كفر الشيخ,مطوبس,,,197
173,173,,,كفر الشيخ,مطوبس,,,197
174,174,,,كفر الشيخ,مطوبس,,,197
175,175,,,كفر الشيخ,مطوبس,,,197
176,176,,,كفر الشيخ,مطوبس,,,197
177,177,,,كفر الشيخ,مطوبس,,,196
178,178,,,كفر الشيخ,مطوبس,,,197
179,179,,,كفر الشيخ,مطوبس,,,197
180,180,,,كفر الشيخ,مطوبس,,,197
181,181,,,كفر الشيخ,مطوبس,,,197
182,182,,,كفر الشيخ,مطوبس,,,197
183,183,,,كفر الشيخ,مطوبس,,,197
184,184,,,كفر الشيخ,مطوبس,,,197
185,185,,,كفر الشيخ,مطوبس,,,197
186,186,,,كفر الشيخ,مطوبس,,,197
187,187,,,كفر الشيخ,مطوبس,,,197
188,188,,,كفر الشيخ,مطوبس,,,197
189,189,,,كفر الشيخ,مطوبس,,,197
190,190,,,كفر الشيخ,مطوبس,,,94
191,191,الغنايم للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
192,192,,,كفر الشيخ,مطوبس,,,197
193,193,,,كفر الشيخ,مطوبس,,,198
194,194,,,كفر الشيخ,مطوبس,,,197
195,195,,,كفر الشيخ,مطوبس,,,197
196,196,,,كفر الشيخ,مطوبس,,,197
197,197,,,كفر الشيخ,مطوبس,,,198
198,198,,,كفر الشيخ,مطوبس,,,197
199,199,,,كفر الشيخ,مطوبس,,,196
200,200,,,كفر الشيخ,مطوبس,,,197
201,201,,,كفر الشيخ,مطوبس,,,197
202,202,,,كفر الشيخ,مطوبس,,,197
203,203,,,كفر الشيخ,مطوبس,,,197
204,204,,,كفر الشيخ,مطوبس,,,197
205,205,,,كفر الشيخ,مطوبس,,,197
206,206,,,كفر الشيخ,مطوبس,,,197
207,207,,,كفر الشيخ,مطوبس,,,198
208,208,,,كفر الشيخ,مطوبس,,,197
209,209,,,كفر الشيخ,مطوبس,,,198
210,210,,,كفر الشيخ,مطوبس,,,197
211,211,,,كفر الشيخ,مطوبس,,,197
212,212,,,كفر الشيخ,مطوبس,,,197
213,213,,,كفر الشيخ,مطوبس,,,197
214,214,,,كفر الشيخ,مطوبس,,,197
215,215,,,كفر الشيخ,مطوبس,,,197
216,216,,,كفر الشيخ,مطوبس,,,196
217,217,,,كفر الشيخ,مطوبس,,,197
218,218,,,كفر الشيخ,مطوبس,,,197
219,219,,,كفر الشيخ,مطوبس,,,197
220,220,,,كفر الشيخ,مطوبس,,,197
221,221,,,كفر الشيخ,مطوبس,,,197
222,222,,,كفر الشيخ,مطوبس,,,197
223,223,,,كفر الشيخ,مطوبس,,,197
224,224,,,كفر الشيخ,مطوبس,,,197
225,225,,,كفر الشيخ,مطوبس,,,197
226,226,,,كفر الشيخ,مطوبس,,,197
227,227,,,كفر الشيخ,مطوبس,,,197
228,228,,,كفر الشيخ,مطوبس,,,197
229,229,,,كفر الشيخ,مطوبس,,,89
230,230,الشهيد/ رضا صبرى محمد فراج للتعليم الساسى,,كفر الشيخ,مطوبس,,,153
231,231,,,كفر الشيخ,مطوبس,,,197
232,232,,,كفر الشيخ,مطوبس,,,197
233,233,,,كفر الشيخ,مطوبس,,,197
234,234,,,كفر الشيخ,مطوبس,,,197
235,235,,,كفر الشيخ,مطوبس,,,197
236,236,,,كفر الشيخ,مطوبس,,,197
237,237,,,كفر الشيخ,مطوبس,,,197
238,238,,,كفر الشيخ,مطوبس,,,197
239,239,,,كفر الشيخ,مطوبس,,,198
240,240,,,كفر الشيخ,مطوبس,,,197
241,241,,,كفر الشيخ,مطوبس,,,198
242,242,,,كفر الشيخ,مطوبس,,,197
243,243,,,كفر الشيخ,مطوبس,,,197
244,244,,,كفر الشيخ,مطوبس,,,197
245,245,,,كفر الشيخ,مطوبس,,,197
246,246,,,كفر الشيخ,مطوبس,,,195
247,247,,,كفر الشيخ,مطوبس,,,197
248,248,,,كفر الشيخ,مطوبس,,,197
249,249,,,كفر الشيخ,مطوبس,,,197
250,250,,,كفر الشيخ,مطوبس,,,197
251,251,,,كفر الشيخ,مطوبس,,,197
252,252,,,كفر الشيخ,مطوبس,,,197
253,253,,,كفر الشيخ,مطوبس,,,197
254,254,,,كفر الشيخ,مطوبس,,,197
255,255,,,كفر الشيخ,مطوبس,,,197
256,256,,,كفر الشيخ,مطوبس,,,197
257,257,,,كفر الشيخ,مطوبس,,,197
258,258,,,كفر الشيخ,مطوبس,,,197
259,259,,,كفر الشيخ,مطوبس,,,198
260,260,,,كفر الشيخ,مطوبس,,,197
261,261,,,كفر الشيخ,مطوبس,,,197
262,262,,,كفر الشيخ,مطوبس,,,197
263,263,,,كفر الشيخ,مطوبس,,,92
264,264,الدوايدة للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
265,265,,,كفر الشيخ,مطوبس,,,197
266,266,,,كفر الشيخ,مطوبس,,,197
267,267,,,كفر الشيخ,مطوبس,,,197
268,268,,,كفر الشيخ,مطوبس,,,197
269,269,,,كفر الشيخ,مطوبس,,,197
270,270,,,كفر الشيخ,مطوبس,,,197
271,271,,,كفر الشيخ,مطوبس,,,197
272,272,,,كفر الشيخ,مطوبس,,,197
273,273,,,كفر الشيخ,مطوبس,,,197
274,274,,,كفر الشيخ,مطوبس,,,197
275,275,,,كفر الشيخ,مطوبس,,,196
276,276,,,كفر الشيخ,مطوبس,,,197
277,277,,,كفر الشيخ,مطوبس,,,197
278,278,,,كفر الشيخ,مطوبس,,,197
279,279,,,كفر الشيخ,مطوبس,,,196
280,280,,,كفر الشيخ,مطوبس,,,197
281,281,,,كفر الشيخ,مطوبس,,,197
282,282,,,كفر الشيخ,مطوبس,,,197
283,283,,,كفر الشيخ,مطوبس,,,197
284,284,,,كفر الشيخ,مطوبس,,,197
285,285,,,كفر الشيخ,مطوبس,,,197
286,286,,,كفر الشيخ,مطوبس,,,197
287,287,,,كفر الشيخ,مطوبس,,,197
288,288,,,كفر الشيخ,مطوبس,,,197
289,289,,,كفر الشيخ,مطوبس,,,196
290,290,,,كفر الشيخ,مطوبس,,,197
291,291,,,كفر الشيخ,مطوبس,,,198
292,292,,,كفر الشيخ,مطوبس,,,197
293,293,,,كفر الشيخ,مطوبس,,,122
294,294,سعد زغلول البتدائية,,كفر الشيخ,مطوبس,,,152
295,295,,,كفر الشيخ,مطوبس,,,197
296,296,,,كفر الشيخ,مطوبس,,,197
297,297,,,كفر الشيخ,مطوبس,,,197
298,298,,,كفر الشيخ,مطوبس,,,197
299,299,,,كفر الشيخ,مطوبس,,,197
300,300,,,كفر الشيخ,مطوبس,,,197
301,301,,,كفر الشيخ,مطوبس,,,197
302,302,,,كفر الشيخ,مطوبس,,,197
303,303,,,كفر الشيخ,مطوبس,,,197
304,304,,,كفر الشيخ,مطوبس,,,197
305,305,,,كفر الشيخ,مطوبس,,,197
306,306,,,كفر الشيخ,مطوبس,,,197
307,307,,,كفر الشيخ,مطوبس,,,197
308,308,,,كفر الشيخ,مطوبس,,,197
309,309,,,كفر الشيخ,مطوبس,,,197
310,310,,,كفر الشيخ,مطوبس,,,197
311,311,,,كفر الشيخ,مطوبس,,,197
312,312,,,كفر الشيخ,مطوبس,,,197
313,313,,,كفر الشيخ,مطوبس,,,197
314,314,,,كفر الشيخ,مطوبس,,,197
315,315,,,كفر الشيخ,مطوبس,,,197
316,316,,,كفر الشيخ,مطوبس,,,197
317,317,,,كفر الشيخ,مطوبس,,,197
318,318,,,كفر الشيخ,مطوبس,,,197
319,319,,,كفر الشيخ,مطوبس,,,199
320,320,,,كفر الشيخ,مطوبس,,,197
321,321,,,كفر الشيخ,مطوبس,,,197
322,322,,,كفر الشيخ,مطوبس,,,197
323,323,,,كفر الشيخ,مطوبس,,,197
324,324,,,كفر الشيخ,مطوبس,,,196
325,325,,,كفر الشيخ,مطوبس,,,197
326,326,,,كفر الشيخ,مطوبس,,,196
327,327,,,كفر الشيخ,مطوبس,,,197
328,328,,,كفر الشيخ,مطوبس,,,197
329,329,,,كفر الشيخ,مطوبس,,,197
330,330,,,كفر الشيخ,مطوبس,,,197
331,331,,,كفر الشيخ,مطوبس,,,197
332,332,,,كفر الشيخ,مطوبس,,,197
333,333,,,كفر الشيخ,مطوبس,,,197
334,334,,,كفر الشيخ,مطوبس,,,101
335,335,منية المرشد الثانوية المشتركة,,كفر الشيخ,مطوبس,,,153
336,336,,,كفر الشيخ,مطوبس,,,197
337,337,,,كفر الشيخ,مطوبس,,,197
338,338,,,كفر الشيخ,مطوبس,,,197
339,339,,,كفر الشيخ,مطوبس,,,197
340,340,,,كفر الشيخ,مطوبس,,,197
341,341,,,كفر الشيخ,مطوبس,,,197
342,342,,,كفر الشيخ,مطوبس,,,197
343,343,,,كفر الشيخ,مطوبس,,,196
344,344,,,كفر الشيخ,مطوبس,,,197
345,345,,,كفر الشيخ,مطوبس,,,196
346,346,,,كفر الشيخ,مطوبس,,,197
347,347,,,كفر الشيخ,مطوبس,,,197
348,348,,,كفر الشيخ,مطوبس,,,197
349,349,,,كفر الشيخ,مطوبس,,,197
350,350,,,كفر الشيخ,مطوبس,,,197
351,351,,,كفر الشيخ,مطوبس,,,197
352,352,,,كفر الشيخ,مطوبس,,,197
353,353,,,كفر الشيخ,مطوبس,,,197
354,354,,,كفر الشيخ,مطوبس,,,197
355,355,,,كفر الشيخ,مطوبس,,,197
356,356,,,كفر الشيخ,مطوبس,,,196
357,357,,,كفر الشيخ,مطوبس,,,197
358,358,,,كفر الشيخ,مطوبس,,,197
359,359,,,كفر الشيخ,مطوبس,,,197
360,360,,,كفر الشيخ,مطوبس,,,197
361,361,,,كفر الشيخ,مطوبس,,,196
362,362,,,كفر الشيخ,مطوبس,,,197
363,363,,,كفر الشيخ,مطوبس,,,197
364,364,,,كفر الشيخ,مطوبس,,,197
365,365,,,كفر الشيخ,مطوبس,,,196
366,366,,,كفر الشيخ,مطوبس,,,197
367,367,,,كفر الشيخ,مطوبس,,,197
368,368,,,كفر الشيخ,مطوبس,,,199
369,369,,,كفر الشيخ,مطوبس,,,197
370,370,,,كفر الشيخ,مطوبس,,,197
371,371,,,كفر الشيخ,مطوبس,,,197
372,372,,,كفر الشيخ,مطوبس,,,197
373,373,,,كفر الشيخ,مطوبس,,,197
374,374,,,كفر الشيخ,مطوبس,,,197
375,375,,,كفر الشيخ,مطوبس,,,197
376,376,,,كفر الشيخ,مطوبس,,,197
377,377,,,كفر الشيخ,مطوبس,,,197
378,378,,,كفر الشيخ,مطوبس,,,197
379,379,,,كفر الشيخ,مطوبس,,,197
380,380,,,كفر الشيخ,مطوبس,,,197
381,381,,,كفر الشيخ,مطوبس,,,197
382,382,,,كفر الشيخ,مطوبس,,,196
383,383,,,كفر الشيخ,مطوبس,,,197
384,384,,,كفر الشيخ,مطوبس,,,197
385,385,,,كفر الشيخ,مطوبس,,,197
386,386,,,كفر الشيخ,مطوبس,,,197
387,387,,,كفر الشيخ,مطوبس,,,197
388,388,,,كفر الشيخ,مطوبس,,,198
389,389,,,كفر الشيخ,مطوبس,,,196
390,390,,,كفر الشيخ,مطوبس,,,88
391,391,فتح ا بركات العدادية بنات,,كفر الشيخ,مطوبس,,,152
392,392,,,كفر الشيخ,مطوبس,,,197
393,393,,,كفر الشيخ,مطوبس,,,197
394,394,,,كفر الشيخ,مطوبس,,,197
395,395,,,كفر الشيخ,مطوبس,,,197
396,396,,,كفر الشيخ,مطوبس,,,197
397,397,,,كفر الشيخ,مطوبس,,,197
398,398,,,كفر الشيخ,مطوبس,,,197
399,399,,,كفر الشيخ,مطوبس,,,198
400,400,,,كفر الشيخ,مطوبس,,,197
401,401,,,كفر الشيخ,مطوبس,,,197
402,402,,,كفر الشيخ,مطوبس,,,197
403,403,,,كفر الشيخ,مطوبس,,,197
404,404,,,كفر الشيخ,مطوبس,,,197
405,405,,,كفر الشيخ,مطوبس,,,197
406,406,,,كفر الشيخ,مطوبس,,,197
407,407,,,كفر الشيخ,مطوبس,,,197
408,408,,,كفر الشيخ,مطوبس,,,197
409,409,,,كفر الشيخ,مطوبس,,,197
410,410,,,كفر الشيخ,مطوبس,,,197
411,411,,,كفر الشيخ,مطوبس,,,197
412,412,,,كفر الشيخ,مطوبس,,,198
413,413,,,كفر الشيخ,مطوبس,,,197
414,414,,,كفر الشيخ,مطوبس,,,197
415,415,,,كفر الشيخ,مطوبس,,,197
416,416,,,كفر الشيخ,مطوبس,,,197
417,417,,,كفر الشيخ,مطوبس,,,197
418,418,,,كفر الشيخ,مطوبس,,,199
419,419,,,كفر الشيخ,مطوبس,,,197
420,420,,,كفر الشيخ,مطوبس,,,197
421,421,,,كفر الشيخ,مطوبس,,,197
422,422,,,كفر الشيخ,مطوبس,,,197
423,423,,,كفر الشيخ,مطوبس,,,97
424,424,الشهيد البطل على محمد فهمى فليفل البتدائية,,كفر الشيخ,مطوبس,,,152
425,425,,,كفر الشيخ,مطوبس,,,197
426,426,,,كفر الشيخ,مطوبس,,,197
427,427,,,كفر الشيخ,مطوبس,,,197
428,428,,,كفر الشيخ,مطوبس,,,197
429,429,,,كفر الشيخ,مطوبس,,,197
430,430,,,كفر الشيخ,مطوبس,,,197
431,431,,,كفر الشيخ,مطوبس,,,197
432,432,,,كفر الشيخ,مطوبس,,,197
433,433,,,كفر الشيخ,مطوبس,,,197
434,434,,,كفر الشيخ,مطوبس,,,197
435,435,,,كفر الشيخ,مطوبس,,,197
436,436,,,كفر الشيخ,مطوبس,,,197
437,437,,,كفر الشيخ,مطوبس,,,197
438,438,,,كفر الشيخ,مطوبس,,,197
439,439,,,كفر الشيخ,مطوبس,,,197
440,440,,,كفر الشيخ,مطوبس,,,197
441,441,,,كفر الشيخ,مطوبس,,,197
442,442,,,كفر الشيخ,مطوبس,,,197
443,443,,,كفر الشيخ,مطوبس,,,197
444,444,,,كفر الشيخ,مطوبس,,,197
445,445,,,كفر الشيخ,مطوبس,,,197
446,446,,,كفر الشيخ,مطوبس,,,197
447,447,,,كفر الشيخ,مطوبس,,,197
448,448,,,كفر الشيخ,مطوبس,,,197
449,449,,,كفر الشيخ,مطوبس,,,197
450,450,,,كفر الشيخ,مطوبس,,,197
451,451,,,كفر الشيخ,مطوبس,,,197
452,452,,,كفر الشيخ,مطوبس,,,197
453,453,,,كفر الشيخ,مطوبس,,,197
454,454,,,كفر الشيخ,مطوبس,,,197
455,455,,,كفر الشيخ,مطوبس,,,197
456,456,,,كفر الشيخ,مطوبس,,,197
457,457,,,كفر الشيخ,مطوبس,,,47
458,458,الشهيد البطل على محمد فهمى فليفل البتدائية,,كفر الشيخ,مطوبس,,,152
459,459,,,كفر الشيخ,مطوبس,,,197
460,460,,,كفر الشيخ,مطوبس,,,197
461,461,,,كفر الشيخ,مطوبس,,,197
462,462,,,كفر الشيخ,مطوبس,,,197
463,463,,,كفر الشيخ,مطوبس,,,197
464,464,,,كفر الشيخ,مطوبس,,,196
465,465,,,كفر الشيخ,مطوبس,,,197
466,466,,,كفر الشيخ,مطوبس,,,197
467,467,,,كفر الشيخ,مطوبس,,,197
468,468,,,كفر الشيخ,مطوبس,,,197
469,469,,,كفر الشيخ,مطوبس,,,197
470,470,,,كفر الشيخ,مطوبس,,,197
471,471,,,كفر الشيخ,مطوبس,,,197
472,472,,,كفر الشيخ,مطوبس,,,197
473,473,,,كفر الشيخ,مطوبس,,,197
474,474,,,كفر الشيخ,مطوبس,,,197
475,475,,,كفر الشيخ,مطوبس,,,197
476,476,,,كفر الشيخ,مطوبس,,,198
477,477,,,كفر الشيخ,مطوبس,,,198
478,478,,,كفر الشيخ,مطوبس,,,197
479,479,,,كفر الشيخ,مطوبس,,,197
480,480,,,كفر الشيخ,مطوبس,,,197
481,481,,,كفر الشيخ,مطوبس,,,197
482,482,,,كفر الشيخ,مطوبس,,,197
483,483,,,كفر الشيخ,مطوبس,,,197
484,484,,,كفر الشيخ,مطوبس,,,197
485,485,,,كفر الشيخ,مطوبس,,,197
486,486,,,كفر الشيخ,مطوبس,,,197
487,487,,,كفر الشيخ,مطوبس,,,197
488,488,,,كفر الشيخ,مطوبس,,,197
489,489,,,كفر الشيخ,مطوبس,,,197
490,490,,,كفر الشيخ,مطوبس,,,159
491,491,معدية مهدى تعليم اساسى,,كفر الشيخ,مطوبس,,,152
492,492,,,كفر الشيخ,مطوبس,,,197
493,493,,,كفر الشيخ,مطوبس,,,197
494,494,,,كفر الشيخ,مطوبس,,,197
495,495,,,كفر الشيخ,مطوبس,,,197
496,496,,,كفر الشيخ,مطوبس,,,197
497,497,,,كفر الشيخ,مطوبس,,,197
498,498,,,كفر الشيخ,مطوبس,,,197
499,499,,,كفر الشيخ,مطوبس,,,197
500,500,,,كفر الشيخ,مطوبس,,,197
501,501,,,كفر الشيخ,مطوبس,,,174
502,502,عبدالحميد شلبى البتدائية,,كفر الشيخ,مطوبس,,,152
503,503,,,كفر الشيخ,مطوبس,,,197
504,504,,,كفر الشيخ,مطوبس,,,197
505,505,,,كفر الشيخ,مطوبس,,,197
506,506,,,كفر الشيخ,مطوبس,,,197
507,507,,,كفر الشيخ,مطوبس,,,197
508,508,,,كفر الشيخ,مطوبس,,,197
509,509,,,كفر الشيخ,مطوبس,,,197
510,510,,,كفر الشيخ,مطوبس,,,197
511,511,,,كفر الشيخ,مطوبس,,,197
512,512,,,كفر الشيخ,مطوبس,,,197
513,513,,,كفر الشيخ,مطوبس,,,197
514,514,,,كفر الشيخ,مطوبس,,,197
515,515,,,كفر الشيخ,مطوبس,,,197
516,516,,,كفر الشيخ,مطوبس,,,197
517,517,,,كفر الشيخ,مطوبس,,,197
518,518,,,كفر الشيخ,مطوبس,,,197
519,519,,,كفر الشيخ,مطوبس,,,196
520,520,,,كفر الشيخ,مطوبس,,,196
521,521,,,كفر الشيخ,مطوبس,,,197
522,522,,,كفر الشيخ,مطوبس,,,196
523,523,,,كفر الشيخ,مطوبس,,,197
524,524,,,كفر الشيخ,مطوبس,,,117
525,525,الخليج العدادية بنات,,كفر الشيخ,مطوبس,,,152
526,526,,,كفر الشيخ,مطوبس,,,197
527,527,,,كفر الشيخ,مطوبس,,,197
528,528,,,كفر الشيخ,مطوبس,,,197
529,529,,,كفر الشيخ,مطوبس,,,197
530,530,,,كفر الشيخ,مطوبس,,,198
531,531,,,كفر الشيخ,مطوبس,,,197
532,532,,,كفر الشيخ,مطوبس,,,197
533,533,,,كفر الشيخ,مطوبس,,,197
534,534,,,كفر الشيخ,مطوبس,,,197
535,535,,,كفر الشيخ,مطوبس,,,197
536,536,,,كفر الشيخ,مطوبس,,,197
537,537,,,كفر الشيخ,مطوبس,,,197
538,538,,,كفر الشيخ,مطوبس,,,197
539,539,,,كفر الشيخ,مطوبس,,,197
540,540,,,كفر الشيخ,مطوبس,,,197
541,541,,,كفر الشيخ,مطوبس,,,196
542,542,,,كفر الشيخ,مطوبس,,,197
