location_id,location_number,location_name,location_address,governorate,district,main_committee_id,police_department,total_voters
172,172,,,كفر الشيخ,مطوبس,,,195
173,173,,,كفر الشيخ,مطوبس,,,195
174,174,,,كفر الشيخ,مطوبس,,,195
175,175,,,كفر الشيخ,مطوبس,,,195
176,176,,,كفر الشيخ,مطوبس,,,194
177,177,,,كفر الشيخ,مطوبس,,,194
178,178,,,كفر الشيخ,مطوبس,,,194
179,179,,,كفر الشيخ,مطوبس,,,195
180,180,,,كفر الشيخ,مطوبس,,,195
181,181,,,كفر الشيخ,مطوبس,,,195
182,182,,,كفر الشيخ,مطوبس,,,195
183,183,,,كفر الشيخ,مطوبس,,,195
184,184,,,كفر الشيخ,مطوبس,,,195
185,185,,,كفر الشيخ,مطوبس,,,195
186,186,,,كفر الشيخ,مطوبس,,,195
187,187,,,كفر الشيخ,مطوبس,,,195
188,188,,,كفر الشيخ,مطوبس,,,194
189,189,,,كفر الشيخ,مطوبس,,,195
190,190,,,كفر الشيخ,مطوبس,,,92
191,191,الغنايم للتعليم الساسى,,كفر الشيخ,مطوبس,,,148
192,192,,,كفر الشيخ,مطوبس,,,195
193,193,,,كفر الشيخ,مطوبس,,,196
194,194,,,كفر الشيخ,مطوبس,,,195
195,195,,,كفر الشيخ,مطوبس,,,195
196,196,,,كفر الشيخ,مطوبس,,,194
197,197,,,كفر الشيخ,مطوبس,,,196
198,198,,,كفر الشيخ,مطوبس,,,195
199,199,,,كفر الشيخ,مطوبس,,,194
200,200,,,كفر الشيخ,مطوبس,,,195
201,201,,,كفر الشيخ,مطوبس,,,195
202,202,,,كفر الشيخ,مطوبس,,,195
203,203,,,كفر الشيخ,مطوبس,,,195
204,204,,,كفر الشيخ,مطوبس,,,195
205,205,,,كفر الشيخ,مطوبس,,,195
206,206,,,كفر الشيخ,مطوبس,,,195
207,207,,,كفر الشيخ,مطوبس,,,195
208,208,,,كفر الشيخ,مطوبس,,,195
209,209,,,كفر الشيخ,مطوبس,,,195
210,210,,,كفر الشيخ,مطوبس,,,194
211,211,,,كفر الشيخ,مطوبس,,,194
212,212,,,كفر الشيخ,مطوبس,,,195
213,213,,,كفر الشيخ,مطوبس,,,195
214,214,,,كفر الشيخ,مطوبس,,,195
215,215,,,كفر الشيخ,مطوبس,,,195
216,216,,,كفر الشيخ,مطوبس,,,194
217,217,,,كفر الشيخ,مطوبس,,,195
218,218,,,كفر الشيخ,مطوبس,,,195
219,219,,,كفر الشيخ,مطوبس,,,195
220,220,,,كفر الشيخ,مطوبس,,,195
221,221,,,كفر الشيخ,مطوبس,,,195
222,222,,,كفر الشيخ,مطوبس,,,195
223,223,,,كفر الشيخ,مطوبس,,,195
224,224,,,كفر الشيخ,مطوبس,,,195
225,225,,,كفر الشيخ,مطوبس,,,195
226,226,,,كفر الشيخ,مطوبس,,,195
227,227,,,كفر الشيخ,مطوبس,,,194
228,228,,,كفر الشيخ,مطوبس,,,195
229,229,,,كفر الشيخ,مطوبس,,,87
230,230,الشهيد/ رضا صبرى محمد فراج للتعليم الساسى,,كفر الشيخ,مطوبس,,,149
231,231,,,كفر الشيخ,مطوبس,,,194
232,232,,,كفر الشيخ,مطوبس,,,195
233,233,,,كفر الشيخ,مطوبس,,,195
234,234,,,كفر الشيخ,مطوبس,,,195
235,235,,,كفر الشيخ,مطوبس,,,195
236,236,,,كفر الشيخ,مطوبس,,,195
237,237,,,كفر الشيخ,مطوبس,,,195
238,238,,,كفر الشيخ,مطوبس,,,195
239,239,,,كفر الشيخ,مطوبس,,,196
240,240,,,كفر الشيخ,مطوبس,,,195
241,241,,,كفر الشيخ,مطوبس,,,195
242,242,,,كفر الشيخ,مطوبس,,,195
243,243,,,كفر الشيخ,مطوبس,,,195
244,244,,,كفر الشيخ,مطوبس,,,195
245,245,,,كفر الشيخ,مطوبس,,,195
246,246,,,كفر الشيخ,مطوبس,,,193
247,247,,,كفر الشيخ,مطوبس,,,195
248,248,,,كفر الشيخ,مطوبس,,,195
249,249,,,كفر الشيخ,مطوبس,,,195
250,250,,,كفر الشيخ,مطوبس,,,195
251,251,,,كفر الشيخ,مطوبس,,,195
252,252,,,كفر الشيخ,مطوبس,,,195
253,253,,,كفر الشيخ,مطوبس,,,195
254,254,,,كفر الشيخ,مطوبس,,,195
255,255,,,كفر الشيخ,مطوبس,,,195
256,256,,,كفر الشيخ,مطوبس,,,195
257,257,,,كفر الشيخ,مطوبس,,,195
258,258,,,كفر الشيخ,مطوبس,,,195
259,259,,,كفر الشيخ,مطوبس,,,196
260,260,,,كفر الشيخ,مطوبس,,,195
261,261,,,كفر الشيخ,مطوبس,,,195
262,262,,,كفر الشيخ,مطوبس,,,195
263,263,,,كفر الشيخ,مطوبس,,,90
264,264,الدوايدة للتعليم الساسى,,كفر الشيخ,مطوبس,,,148
265,265,,,كفر الشيخ,مطوبس,,,195
266,266,,,كفر الشيخ,مطوبس,,,195
267,267,,,كفر الشيخ,مطوبس,,,195
268,268,,,كفر الشيخ,مطوبس,,,195
269,269,,,كفر الشيخ,مطوبس,,,195
270,270,,,كفر الشيخ,مطوبس,,,195
271,271,,,كفر الشيخ,مطوبس,,,195
272,272,,,كفر الشيخ,مطوبس,,,194
273,273,,,كفر الشيخ,مطوبس,,,195
274,274,,,كفر الشيخ,مطوبس,,,195
275,275,,,كفر الشيخ,مطوبس,,,194
276,276,,,كفر الشيخ,مطوبس,,,195
277,277,,,كفر الشيخ,مطوبس,,,195
278,278,,,كفر الشيخ,مطوبس,,,195
279,279,,,كفر الشيخ,مطوبس,,,194
280,280,,,كفر الشيخ,مطوبس,,,195
281,281,,,كفر الشيخ,مطوبس,,,193
282,282,,,كفر الشيخ,مطوبس,,,194
283,283,,,كفر الشيخ,مطوبس,,,195
284,284,,,كفر الشيخ,مطوبس,,,195
285,285,,,كفر الشيخ,مطوبس,,,194
286,286,,,كفر الشيخ,مطوبس,,,195
287,287,,,كفر الشيخ,مطوبس,,,195
288,288,,,كفر الشيخ,مطوبس,,,195
289,289,,,كفر الشيخ,مطوبس,,,194
290,290,,,كفر الشيخ,مطوبس,,,195
291,291,,,كفر الشيخ,مطوبس,,,195
292,292,,,كفر الشيخ,مطوبس,,,195
293,293,,,كفر الشيخ,مطوبس,,,120
294,294,سعد زغلول البتدائية,,كفر الشيخ,مطوبس,,,147
295,295,,,كفر الشيخ,مطوبس,,,195
296,296,,,كفر الشيخ,مطوبس,,,195
297,297,,,كفر الشيخ,مطوبس,,,195
298,298,,,كفر الشيخ,مطوبس,,,195
299,299,,,كفر الشيخ,مطوبس,,,194
300,300,,,كفر الشيخ,مطوبس,,,195
301,301,,,كفر الشيخ,مطوبس,,,194
302,302,,,كفر الشيخ,مطوبس,,,195
303,303,,,كفر الشيخ,مطوبس,,,195
304,304,,,كفر الشيخ,مطوبس,,,195
305,305,,,كفر الشيخ,مطوبس,,,195
306,306,,,كفر الشيخ,مطوبس,,,195
307,307,,,كفر الشيخ,مطوبس,,,195
308,308,,,كفر الشيخ,مطوبس,,,195
309,309,,,كفر الشيخ,مطوبس,,,195
310,310,,,كفر الشيخ,مطوبس,,,195
311,311,,,كفر الشيخ,مطوبس,,,195
312,312,,,كفر الشيخ,مطوبس,,,195
313,313,,,كفر الشيخ,مطوبس,,,194
314,314,,,كفر الشيخ,مطوبس,,,192
315,315,,,كفر الشيخ,مطوبس,,,195
316,316,,,كفر الشيخ,مطوبس,,,195
317,317,,,كفر الشيخ,مطوبس,,,195
318,318,,,كفر الشيخ,مطوبس,,,195
319,319,,,كفر الشيخ,مطوبس,,,195
320,320,,,كفر الشيخ,مطوبس,,,195
321,321,,,كفر الشيخ,مطوبس,,,195
322,322,,,كفر الشيخ,مطوبس,,,195
323,323,,,كفر الشيخ,مطوبس,,,195
324,324,,,كفر الشيخ,مطوبس,,,194
325,325,,,كفر الشيخ,مطوبس,,,195
326,326,,,كفر الشيخ,مطوبس,,,194
327,327,,,كفر الشيخ,مطوبس,,,195
328,328,,,كفر الشيخ,مطوبس,,,195
329,329,,,كفر الشيخ,مطوبس,,,195
330,330,,,كفر الشيخ,مطوبس,,,195
331,331,,,كفر الشيخ,مطوبس,,,195
332,332,,,كفر الشيخ,مطوبس,,,194
333,333,,,كفر الشيخ,مطوبس,,,195
334,334,,,كفر الشيخ,مطوبس,,,99
335,335,منية المرشد الثانوية المشتركة,,كفر الشيخ,مطوبس,,,148
336,336,,,كفر الشيخ,مطوبس,,,195
337,337,,,كفر الشيخ,مطوبس,,,193
338,338,,,كفر الشيخ,مطوبس,,,195
339,339,,,كفر الشيخ,مطوبس,,,195
340,340,,,كفر الشيخ,مطوبس,,,194
341,341,,,كفر الشيخ,مطوبس,,,195
342,342,,,كفر الشيخ,مطوبس,,,194
343,343,,,كفر الشيخ,مطوبس,,,194
344,344,,,كفر الشيخ,مطوبس,,,195
345,345,,,كفر الشيخ,مطوبس,,,194
346,346,,,كفر الشيخ,مطوبس,,,195
347,347,,,كفر الشيخ,مطوبس,,,194
348,348,,,كفر الشيخ,مطوبس,,,195
349,349,,,كفر الشيخ,مطوبس,,,195
350,350,,,كفر الشيخ,مطوبس,,,194
351,351,,,كفر الشيخ,مطوبس,,,195
352,352,,,كفر الشيخ,مطوبس,,,195
353,353,,,كفر الشيخ,مطوبس,,,195
354,354,,,كفر الشيخ,مطوبس,,,194
355,355,,,كفر الشيخ,مطوبس,,,195
356,356,,,كفر الشيخ,مطوبس,,,194
357,357,,,كفر الشيخ,مطوبس,,,195
358,358,,,كفر الشيخ,مطوبس,,,195
359,359,,,كفر الشيخ,مطوبس,,,195
360,360,,,كفر الشيخ,مطوبس,,,195
361,361,,,كفر الشيخ,مطوبس,,,194
362,362,,,كفر الشيخ,مطوبس,,,195
363,363,,,كفر الشيخ,مطوبس,,,195
364,364,,,كفر الشيخ,مطوبس,,,195
365,365,,,كفر الشيخ,مطوبس,,,194
366,366,,,كفر الشيخ,مطوبس,,,195
367,367,,,كفر الشيخ,مطوبس,,,195
368,368,,,كفر الشيخ,مطوبس,,,195
369,369,,,كفر الشيخ,مطوبس,,,195
370,370,,,كفر الشيخ,مطوبس,,,194
371,371,,,كفر الشيخ,مطوبس,,,195
372,372,,,كفر الشيخ,مطوبس,,,195
373,373,,,كفر الشيخ,مطوبس,,,195
374,374,,,كفر الشيخ,مطوبس,,,194
375,375,,,كفر الشيخ,مطوبس,,,195
376,376,,,كفر الشيخ,مطوبس,,,195
377,377,,,كفر الشيخ,مطوبس,,,195
378,378,,,كفر الشيخ,مطوبس,,,195
379,379,,,كفر الشيخ,مطوبس,,,195
380,380,,,كفر الشيخ,مطوبس,,,195
381,381,,,كفر الشيخ,مطوبس,,,194
382,382,,,كفر الشيخ,مطوبس,,,194
383,383,,,كفر الشيخ,مطوبس,,,195
384,384,,,كفر الشيخ,مطوبس,,,195
385,385,,,كفر الشيخ,مطوبس,,,195
386,386,,,كفر الشيخ,مطوبس,,,195
387,387,,,كفر الشيخ,مطوبس,,,195
388,388,,,كفر الشيخ,مطوبس,,,194
389,389,,,كفر الشيخ,مطوبس,,,194
390,390,,,كفر الشيخ,مطوبس,,,86
391,391,فتح ا بركات العدادية بنات,,كفر الشيخ,مطوبس,,,148
392,392,,,كفر الشيخ,مطوبس,,,195
393,393,,,كفر الشيخ,مطوبس,,,195
394,394,,,كفر الشيخ,مطوبس,,,195
395,395,,,كفر الشيخ,مطوبس,,,195
396,396,,,كفر الشيخ,مطوبس,,,195
397,397,,,كفر الشيخ,مطوبس,,,195
398,398,,,كفر الشيخ,مطوبس,,,195
399,399,,,كفر الشيخ,مطوبس,,,195
400,400,,,كفر الشيخ,مطوبس,,,194
401,401,,,كفر الشيخ,مطوبس,,,194
402,402,,,كفر الشيخ,مطوبس,,,194
403,403,,,كفر الشيخ,مطوبس,,,195
404,404,,,كفر الشيخ,مطوبس,,,195
405,405,,,كفر الشيخ,مطوبس,,,195
406,406,,,كفر الشيخ,مطوبس,,,193
407,407,,,كفر الشيخ,مطوبس,,,195
408,408,,,كفر الشيخ,مطوبس,,,195
409,409,,,كفر الشيخ,مطوبس,,,195
410,410,,,كفر الشيخ,مطوبس,,,195
411,411,,,كفر الشيخ,مطوبس,,,195
412,412,,,كفر الشيخ,مطوبس,,,195
413,413,,,كفر الشيخ,مطوبس,,,195
414,414,,,كفر الشيخ,مطوبس,,,195
415,415,,,كفر الشيخ,مطوبس,,,192
416,416,,,كفر الشيخ,مطوبس,,,195
417,417,,,كفر الشيخ,مطوبس,,,195
418,418,,,كفر الشيخ,مطوبس,,,195
419,419,,,كفر الشيخ,مطوبس,,,195
420,420,,,كفر الشيخ,مطوبس,,,195
421,421,,,كفر الشيخ,مطوبس,,,195
422,422,,,كفر الشيخ,مطوبس,,,195
423,423,,,كفر الشيخ,مطوبس,,,95
424,424,الشهيد البطل على محمد فهمى فليفل البتدائية,,كفر الشيخ,مطوبس,,,147
425,425,,,كفر الشيخ,مطوبس,,,195
426,426,,,كفر الشيخ,مطوبس,,,195
427,427,,,كفر الشيخ,مطوبس,,,195
428,428,,,كفر الشيخ,مطوبس,,,195
429,429,,,كفر الشيخ,مطوبس,,,195
430,430,,,كفر الشيخ,مطوبس,,,194
431,431,,,كفر الشيخ,مطوبس,,,195
432,432,,,كفر الشيخ,مطوبس,,,195
433,433,,,كفر الشيخ,مطوبس,,,195
434,434,,,كفر الشيخ,مطوبس,,,195
435,435,,,كفر الشيخ,مطوبس,,,195
436,436,,,كفر الشيخ,مطوبس,,,195
437,437,,,كفر الشيخ,مطوبس,,,195
438,438,,,كفر الشيخ,مطوبس,,,195
439,439,,,كفر الشيخ,مطوبس,,,194
440,440,,,كفر الشيخ,مطوبس,,,195
441,441,,,كفر الشيخ,مطوبس,,,195
442,442,,,كفر الشيخ,مطوبس,,,195
443,443,,,كفر الشيخ,مطوبس,,,195
444,444,,,كفر الشيخ,مطوبس,,,195
445,445,,,كفر الشيخ,مطوبس,,,195
446,446,,,كفر الشيخ,مطوبس,,,195
447,447,,,كفر الشيخ,مطوبس,,,195
448,448,,,كفر الشيخ,مطوبس,,,195
449,449,,,كفر الشيخ,مطوبس,,,195
450,450,,,كفر الشيخ,مطوبس,,,195
451,451,,,كفر الشيخ,مطوبس,,,195
452,452,,,كفر الشيخ,مطوبس,,,195
453,453,,,كفر الشيخ,مطوبس,,,195
454,454,,,كفر الشيخ,مطوبس,,,195
455,455,,,كفر الشيخ,مطوبس,,,195
456,456,,,كفر الشيخ,مطوبس,,,195
457,457,,,كفر الشيخ,مطوبس,,,45
458,458,الشهيد البطل على محمد فهمى فليفل البتدائية,,كفر الشيخ,مطوبس,,,147
459,459,,,كفر الشيخ,مطوبس,,,195
460,460,,,كفر الشيخ,مطوبس,,,195
461,461,,,كفر الشيخ,مطوبس,,,195
462,462,,,كفر الشيخ,مطوبس,,,195
463,463,,,كفر الشيخ,مطوبس,,,195
464,464,,,كفر الشيخ,مطوبس,,,192
465,465,,,كفر الشيخ,مطوبس,,,195
466,466,,,كفر الشيخ,مطوبس,,,195
467,467,,,كفر الشيخ,مطوبس,,,195
468,468,,,كفر الشيخ,مطوبس,,,195
469,469,,,كفر الشيخ,مطوبس,,,195
470,470,,,كفر الشيخ,مطوبس,,,194
471,471,,,كفر الشيخ,مطوبس,,,195
472,472,,,كفر الشيخ,مطوبس,,,195
473,473,,,كفر الشيخ,مطوبس,,,195
474,474,,,كفر الشيخ,مطوبس,,,192
475,475,,,كفر الشيخ,مطوبس,,,195
476,476,,,كفر الشيخ,مطوبس,,,196
477,477,,,كفر الشيخ,مطوبس,,,195
478,478,,,كفر الشيخ,مطوبس,,,193
479,479,,,كفر الشيخ,مطوبس,,,195
480,480,,,كفر الشيخ,مطوبس,,,195
481,481,,,كفر الشيخ,مطوبس,,,195
482,482,,,كفر الشيخ,مطوبس,,,195
483,483,,,كفر الشيخ,مطوبس,,,195
484,484,,,كفر الشيخ,مطوبس,,,195
485,485,,,كفر الشيخ,مطوبس,,,195
486,486,,,كفر الشيخ,مطوبس,,,195
487,487,,,كفر الشيخ,مطوبس,,,195
488,488,,,كفر الشيخ,مطوبس,,,195
489,489,,,كفر الشيخ,مطوبس,,,195
490,490,,,كفر الشيخ,مطوبس,,,157
491,491,معدية مهدى تعليم اساسى,,كفر الشيخ,مطوبس,,,148
492,492,,,كفر الشيخ,مطوبس,,,195
493,493,,,كفر الشيخ,مطوبس,,,195
494,494,,,كفر الشيخ,مطوبس,,,195
495,495,,,كفر الشيخ,مطوبس,,,195
496,496,,,كفر الشيخ,مطوبس,,,195
497,497,,,كفر الشيخ,مطوبس,,,195
498,498,,,كفر الشيخ,مطوبس,,,195
499,499,,,كفر الشيخ,مطوبس,,,195
500,500,,,كفر الشيخ,مطوبس,,,195
501,501,,,كفر الشيخ,مطوبس,,,171
502,502,عبدالحميد شلبى البتدائية,,كفر الشيخ,مطوبس,,,148
503,503,,,كفر الشيخ,مطوبس,,,195
504,504,,,كفر الشيخ,مطوبس,,,195
505,505,,,كفر الشيخ,مطوبس,,,195
506,506,,,كفر الشيخ,مطوبس,,,195
507,507,,,كفر الشيخ,مطوبس,,,195
508,508,,,كفر الشيخ,مطوبس,,,195
509,509,,,كفر الشيخ,مطوبس,,,194
510,510,,,كفر الشيخ,مطوبس,,,194
511,511,,,كفر الشيخ,مطوبس,,,195
512,512,,,كفر الشيخ,مطوبس,,,195
513,513,,,كفر الشيخ,مطوبس,,,195
514,514,,,كفر الشيخ,مطوبس,,,194
515,515,,,كفر الشيخ,مطوبس,,,195
516,516,,,كفر الشيخ,مطوبس,,,194
517,517,,,كفر الشيخ,مطوبس,,,194
518,518,,,كفر الشيخ,مطوبس,,,195
519,519,,,كفر الشيخ,مطوبس,,,194
520,520,,,كفر الشيخ,مطوبس,,,194
521,521,,,كفر الشيخ,مطوبس,,,195
522,522,,,كفر الشيخ,مطوبس,,,193
523,523,,,كفر الشيخ,مطوبس,,,193
524,524,,,كفر الشيخ,مطوبس,,,115
525,525,الخليج العدادية بنات,,كفر الشيخ,مطوبس,,,148
526,526,,,كفر الشيخ,مطوبس,,,195
527,527,,,كفر الشيخ,مطوبس,,,195
528,528,,,كفر الشيخ,مطوبس,,,195
529,529,,,كفر الشيخ,مطوبس,,,194
530,530,,,كفر الشيخ,مطوبس,,,195
531,531,,,كفر الشيخ,مطوبس,,,195
532,532,,,كفر الشيخ,مطوبس,,,195
533,533,,,كفر الشيخ,مطوبس,,,195
534,534,,,كفر الشيخ,مطوبس,,,195
535,535,,,كفر الشيخ,مطوبس,,,194
536,536,,,كفر الشيخ,مطوبس,,,195
537,537,,,كفر الشيخ,مطوبس,,,195
538,538,,,كفر الشيخ,مطوبس,,,195
539,539,,,كفر الشيخ,مطوبس,,,195
540,540,,,كفر الشيخ,مطوبس,,,195
541,541,,,كفر الشيخ,مطوبس,,,194
542,542,,,كفر الشيخ,مطوبس,,,195
